query,report,institute,category,label
copet,"yang terhormat . kepolisian ri , mohon perhatian kepolisian untuk mengontrol daerah sekitar wilayah lampu merah sebelah rumah sakit atmajaya dikarenakan rawan penjambretan di daerah tersebut . minggu ini saja sudah terjadi tiga penjambretan ditempat yang sama . hormat saya sri susilowati karyawan rumah sakit pluit , mohon ditindaklanjuti . terima kasih .",Kepolisian Negara Republik Indonesia,"  Bidang Politik, Hukum, dan Keamanan",Crime
copet,"yang terhormat , kepolisian republik indonesia , saya ingin melaporkan kejadi pencopetan hp samsung galaxy mega yang terjadi di salah satu bus transjakarta . kejadian copet tersebut terjadi pada hari selasa tanggal 11 november 2014 pada pukul kurang lebih 11.00 wib.. saat itu saya menaiki bus lama jurusan pulogadung berwarna biru , dari halte harmoni dan berhenti di halte senen.. saya baru sadar kejadi tersebut , setelah saya telah turun di halte senen tetapi busnya telah jalan . jadi saya sudah tidak bisa mengejar pencopet/pencurinya lagi . namun , disini saya punya saksi seorang bapak pegawai kantor , yang pada saat itu menyadari dan mengambil foto kejadian sebelum saya dicopet . tapi kenapa bapak saksi ini tidak bertindak kepada saya ? iya karena bapak ini juga pernah dicopet sama pencuri yang sama dan sebelumnya sudah dikode keras sama pencopet tersebut agar tidak bertindak sembarang . hal ini jelas menunjukkan bahwa pencopet tersebut sudah melakukan tindakannya berkali-kali . setelah berhari-hari , saya tetap keep contact sama bapaknya . dan bapaknya memberi tahu kepada saya kalau sudah ada korban lagi seorang ibu-ibu yang kecurian hp samsung s5 , seorang bapak kantoran , dan seorang turis . sudah berapa banyak korban dan sebara banyak lagi korban yang akan ada jika pencopet tersebut di biarkan ? sangat sedih memang rasanya ketika melihat pencopet yang saya tahu masih dengan bebas dapat mencuri hp-hp para korban lainnya . kejadian ini sudah lama beberapa minggu . jadi dengan laporan ini , saya meminta kepada pihak kepolisian dan pihak tj serta pihak lainnya yang terkait , agar dapat dengan tegas menindaklanjuti agar tidak ada lagi kasus pencopetan di transjakarta . karena bapak yang bersaksi pernah bilang kepada saya , kalau beberapa pencuri pernah ditangkap dan dibawa ke kantor polisi . namun pencuri tersebut tetap dapat lolos karena ada bosnya jadi mohon agar diberantas juga sampai dalangnya . mohon tindak lanjutnya . terima kasih .",Kepolisian Negara Republik Indonesia,"  Bidang Politik, Hukum, dan Keamanan",Crime
copet,"kepada yang terhormat pemerintah provinsi dki jakarta , kami ingin melaporkan sejak diterbitkannya memo dari pemerintah provinsi dki jakarta mengenai tidak lagi diijinkannya adanya pedagang serta warung pada badan jalan . kondisi keamanan tersebut menjadi rawan kejahatan dan semakin tidak aman , terutama di jalan cilamaya , dimana tidak ada portal dan pos kemanan yang justru berada jauh dari daerah yang rawan . hal ini sendiri sudah memberikan saya kerugian setidaknya dua kejadian yaitu spion mobil yang dipatahkan dan banyak kejadian lain seperti pemalakan , pencopetan , dan lain-lain . terutama pada malam hari , tentunya hal tersebut sangat menganggu . mohon setidaknya agar ada penambahan lampu penerangan di kedua jalan tersebut dan daerah sekitarnya serta inovasi lain untuk membantu pengamanan di kawasan tersebut . terima kasih .",Dinas Perindustrian dan Energi,"  Bidang Politik, Hukum, dan Keamanan",Crime
copet,"yang terhormat . kepolisian ri , saya ingin melaporkan tindak kriminal pencopetan di jembatan penyeberangan orang halte gbk karena susah menghubungi polisi ( call center 112 tidak bisa dihubungi ) . ada komplotan pencopet yang sering beraksi di sana . modusnya selalu sama , yaitu mengelilingi targetnya oleh beberapa orang dan tiba-tiba menjambret . kemudian , lari menggunakan kopaja . pada tanggal 6 september 2014 , saya melihat lagi komplotan ini hampir beraksi . sayang waktu saya mau rekam aksinya tiba-tiba mereka lari . saya pernah hampir jadi korban dan sepertinya jika tidak tertangkap ini bisa beraksi terus . mohon ditindaklanjuti . terima kasih .",Kepolisian Daerah Metro Jakarta Raya,"  Bidang Politik, Hukum, dan Keamanan",Crime
copet,"yang terhormat . kementerian perhubungan ri . yang terhormat . kepolisian ri . di bus malam dari jakarta ke merak dan dari merak ke jakarta , setiap malam selalu ada copet dan selalu 3 orang . bila sudah berhasil mereka langsung minta turun . mohon untuk menjadi perhatian penumpang . semua bus malam jakarta ke merak dan sebaliknya tolong dipasangi stiker “ awas copet ” . ini nomor hp penanggung jawab 081212767541 , para korban melapor tidak ditanggapi . terima kasih .",Direktorat Jenderal Perhubungan Darat,"  Bidang Politik, Hukum, dan Keamanan",Crime
copet,"yth.kepolisian republik indonesia , saya melaporkan telah terjadi pencopetan di arena prj expo kemayoran . hari sabtu , 5 juli 2014 pukul 20.30. pencuri berhasil mendapatkan dompet hitam berisi ktp a.n haikal hibatul haq . no . laporan kepolisian 81/b/vii/2014/sek.kmo . saya berharap kasus ini dapat diperhatikan oleh pihak kepolisian . mohon ditindak lanjuti . terima kasih",Kepolisian Daerah Metro Jakarta Raya,"  Bidang Politik, Hukum, dan Keamanan",Crime
copet,"yang terhormat . kepolisian republik indonesia saya ingin melaporkan bahwa tindak pencopetan di dalam bus umum yang tidak kunjung hilang dan makin marak . saya pernah mengalami hal ini hingga 2 kali . saya merasa resah dan tidak nyaman menggunakan transportasi umum , seperti bus . pada kejadian ke-2 ( terjadi di metromini p15 senen-setia budi ) saya dengan rasa putus asa datang melapor ke kantor polisi supaya ini menjadi catatan & temuan bagi polisi . namun , polisi yang bertugas hanya membuat surat kehilangan . padahal yang saya tahu , setiap ada laporan polisi harus membuat semacam surat laporan . berdasarkan informasi dari polisi yang bertugas tersebut dikatakan bahwa pihak kepolisian melakukan patroli , tetapi hanya di malam hari . sedang dari keterangan orang lain dan yang saya alami sendiri justru tindak pencopetan terjadinya di pagi dan siang hari . harapan saya dan mewakili warga yang lain supaya ada siasat dari pihak kepolisian untuk mengurangi tindak pencopetan tersebut dengan menurunkan personilnya baik di pagi dan siang hari juga . jika polisi seharusnya dapat menyamar dan ikut masuk ke dalam bus-bus yang penuh sesak karena mereka biasa beraksi pada bus-bus yang penuh sesak seperti yang saya alami . semoga informasi ini bisa menjadi perhatian dari pihak kepolisian . mohon ditindaklanjuti . terima kasih",Kepolisian Negara Republik Indonesia,"  Bidang Politik, Hukum, dan Keamanan",Crime
copet,"kepada yang terhormat pemerintah provinsi dki jakarta ingin melaporkan pelayanan busway yang tidak nyaman.saya sudah 2 kali kecopetan di busway karena kondisi halte dan bus yang sangat ramai , kedatangan bus yang lama , fasilitas penerangan yang mendukung aksi kejahatan , dan kurangnya petugas yang berada di bus ataupun di halte . kalau terus seperti bagaimana bisa mewujudkan transportasi massal yang diimpikan bersama.mohon perhatiannya , terima kasih .",Badan Layanan Umum Transjakarta,  Topik Lainnya,Crime
copet,"minta tolong kepada yang berwenang untuk sering diadakan razia supir angkot tembak , yang tidak punya ijin mengemudi , karena sering kali jika naik angkot jurusan buah batu-kebon kelapa ( bandung ) , tukang/sopir angkot suka sekongkol dengan para copet yang berpura-pura jadi penumpang , bahkan banyak supir yang mengendarainya sambil mabuk , mohon pertolongannya , terima kasih atas perhatiannya .",Dinas Perhubungan Kota Bandung,  Reformasi Birokrasi dan Tata Kelola,Crime
copet,"pasar baru sarang copet , mohon ditindaklanjuti seperti di tanah abang jakarta",Perumda Pasar Juara Kota Bandung,"  Bidang Politik, Hukum, dan Keamanan",Crime
copet,"saya ingin melaporkan , tolong keamanan di seluruh bus transjakarta ditingkatkan karena mulai banyak pencopet yang masuk . terima kasih .",Badan Layanan Umum Transjakarta,  Topik Lainnya,Crime
copet,"kopaja ac p20 lebak bulus - senen tidak menghargai dan rawan tindak pencopetan . yang terhormat . pemerintah provinsi dki jakarta saya ingin mengadukan perihal kopaja ac p20 jurusan lebak bulus - senen , bernomor polisi b7432np , yang saya naiki pada hari kamis , 17 oktober 2013 sekitar pukul 17.10 wib . di kopaja ac tersebut , kondisi penumpang sudah sangat penuh , bahkan untuk berdiri saja susah . namun , kondektur tetap memaksakan penumpang dari luar masuk dan memaksa penumpang dari dalam kopaja untuk bergeser ke dalam . praktis para penumpang marah-marah kepada kondektur bukannya meminta maaf , supir bahkan ikut2an menyuruh kondektur mengembalikan uang ke salah satu penumpang agar segera menurunkan penumpang yang protes tersebut . disaat saya dan penumpang lain lengah , ternyata ada pencopet yang beraksi mencopet dompet saya dan mungkin dompet para penumpang lain . saya baru menyadari dompet saya hilang saat turun di halte busway patra kuningan . saya jadi curiga apakah ada kerjasama antara supir , kondektur dan pencopet tersebut . padahal menurut informasi yang saya baca di infojkt.com , menurut kepala dishub dki jakarta , para supir kopaja ac digaji 2 juta rupiah sebulan . kenapa masih seperti itu perilakunya ? mohon dengan sangat agar dishub dki jakarta menindak hal ini , agar tidak erjadi lagi keresahan penumpang di kopaja p20 ac . terima kasih",Dinas Perhubungan,  Topik Lainnya,Crime
copet,"kepada yang terhormat . pemerintah provinsi dki jakarta . saya sudah tiga kali melihat pemandangan yang mengerikan di jembatan penyeberangan busway . penyergapan seseorang dengan modus seolah-olah ada barang jatuh . lalu si korban disergap oleh tiga sampai empat orang . si korban tidak tahu kalau sedang dikelilingi oleh kelompok pencopet . saya tidak berani berteriak memberi tahu , karena kelompok pencopet yang jumlahnya empat orang bukan tidak mungkin kalau saya berteriak akan berbalik menyerang saya . karena saya pengguna jembatan penyeberang tiap hari , jadi dari pemantauan saya , setiap mereka berhasil melakukan operasinya , kira-kira 2 minggu mereka tidak ada di sekitar tempat kejadian ( seperti rolling ) . melalui media ini saya menghimbau agar jembatan penyeberangan di jakarta ditingkatkan keamanannya . mohon tindak lanjutnya . terima kasih",Badan Layanan Umum Transjakarta,"  Bidang Politik, Hukum, dan Keamanan",Crime
copet,"saya ingin melaporkan saya sebagai pengguna angkutan umum kopaja 19 trayek ragunan ke tanah abang , di situ banyak pencopet iya , mohon tangkap iya , karena saya sebagai perempuan merasa sangat was-was dan selalu merasa curiga bahwa penumpang yang ada di samping saya , adalah copet . mohon segera ditindak lanjuti . terima kasih .",Dinas Perhubungan,  Topik Lainnya,Crime
copet,"kps 3776p914120a05 saya pulang dari rumah sakit cipto saya ke copetanan di metro mini di dlm dompet ktp , kartu jakarta sehat anak saya , sama kartu perlindungan sosial saya hilang . bagaimana cara buat lagi kartu perlindungan sosial dan tolong bagaimana saya harus melapor , kejadiannya kemarin sore pulang dari rscm cipto ( sri agustin riani ) . rusun dki blok c lt 3 rw 003 rt 015 , semper barat , cilincing , jakarta utara",Kementerian Sosial,  Kepesertaan KPS,Crime
copet,"kps , bapak , ibu yang trhormat , krt kps hilang kecopetan , saya sdh lapor kekelurahan stmpt , kepolisian.namun saya mash gak bisa mengambil , gamana jalan solusinya , atas nama heri safik , jalan imam bonjol gang satria no 48 rt 01 segala mider tanjung karang barat b.lampung .",Kementerian Sosial,  Kepesertaan KPS,Crime
copet,"kepada yang terhormat , pemerintah provinsi dki jakarta . saya ingin melaporkan , bahwa banyak sekali copet berkeliaran di bus 43 jurusan cililitan - tanjung priok , perilaku mereka sangat meresahkan penumpang , saya diancam akan dibunuh . mohon ditindak lanjuti , terima kasih",Dinas Sosial,  Topik Lainnya,Crime
copet,"yang terhormat . pemerintah provinsi . dki jakarta , demi keamanan penumpang angkutan umum kami memohon pemerintah tertibkan para pencopet yang sering beraksi di bus mayasari bahti 57 blok m-pulogadung , tindakan mereka sangat meresahkan penumpang tidak dapat berbuat apa apa karena mereka biasanya 3-5 orang atas perhatiannya kami ucapkan terima kasih . ny.nur cahaya",Dinas Perhubungan,  Topik Lainnya,Crime
copet,"kepada yang terhormat pemerintah provinsi dki jakarta , saya warga grogol jakarta barat . tolong diberantas para pencopet di bus 91 jurusan grogol - batusari . saya baru kecopetan kemarin sore jam 6. saya lapor polisi terdekat tidak ada tanggapan . kita warga dki merasa tidak aman naik kendaraan umum sekarang . mohon perhatiannya . terima kasih .",Dinas Perhubungan,"  Bidang Politik, Hukum, dan Keamanan",Crime
copet,"yang terhormat . pemerintah provinsi dki . saya mau lapor mengenai keamanan di bus dan halte bus transjakarta . saya sudah 2 kali kecopetan handphone di koridor 1 ( blok m - kota ) , bus transjakarta . kejadian pertama : saya naik busway dari bundaran hai ke arah kota , di dalam busway ada dua orang yang mendesak-desak saya , padahal penumpang tidak penuh , dan ketika mereka berdua turun ( di halte sarinah kalau tidak salah ) , handphone di kantong celana saya sudah hilang . kejadian kedua : saya mau naik busway dari gajah mada ke arah blok m. ketika menunggu bus datang ( menunggu di halte ) , ada satu orang di belakang saya dengan tas di depan tubuhnya , mendesak-desak saya . memang saat itu penumpang banyak dan antrian penuh . ketika saya berhasil naik ke bus , handphone di kantong celana saya sudah hilang . ( orang tersebut . tidak naik ke dalam bus ) . ketika saya lapor ke petugas di halte busway , petugasnya tidak tahu apa yang harus dilakukan . jadi percuma lapor ke petugas busway . mohon keamanan di halte maupun dalam bus ditingkatkan , misalnya dengan menempatkan personel dari pihak kepolisian . mohon dibuatkan mekanisme pengaduan/laporan mengenai kejadian kriminal di halte maupun dalam bus transjakarta , sehingga petugas bisa menangani kejadian seperti ini . terima kasih sebelumnya .",Badan Layanan Umum Transjakarta,  Topik Lainnya,Crime
copet,"yang terhormat . pemerintah provinsi dki jakarta . saya kemarin pagi kecopetan di halte busway harmoni , saya sungguh kecewa dengan keamanan busway dan sikap para petugas yang sepertinya tidak mau peduli dengan keadaan saya . mohon untuk ditingkatkan masalah keamanan dan kenyamanan bagi para pengguna busway . terima kasih .",Badan Layanan Umum Transjakarta,  Topik Lainnya,Crime
copet,"selamat sore pak , tolong cari solusi soal keterlambatan bus transjakarta jurusan monas/harmoni - ragunan dan sebaliknya , karena kami menunggu sangat lama , ada pula bus yang kosong bahkan jalan saja , padahal penumpang sudah banyak yang mengantri . jadi terlambat tiba di kantor dan kemalaman tiba di rumah . adapula penumpang yang main dorong-dorongan , sampai ada yang kecopetan . tolong petugasnya diperketat , dan kalau bisa ada petugas bagian pemberitahuan untuk kedatangan bus pada setiap jurusan . terima kasih .",Dinas Perhubungan,  Topik Lainnya,Crime
copet,"kendaraan penumpang tipe kopaja mengeluarkan sesegera mungkin yang sangat menganggu pengguna jalan . ditambah lagi dengan supir kendaraan yang selalu ugal-ugalan . kopaja jurusan lebak bulus - blok m juga rawan copet . kapan ada rencana pemerintah provinsi dki jakarta untuk meningkatkan pelayanan angkutan umum ? jika banyak copet dan rawan kejahatan , bagaimana warga mau beralih ke angkutan umum ? terima kasih .",Dinas Perhubungan,  Infrastruktur,Crime
luka parah,"saya lihat di simpangan depok dekat jatijajar ada gelandangan nenek2 kakinya bengkak luka besar dan seperti sudah membusuk , banyak nanah dan di hinggapi lalat",Satuan Polisi Pamong Praja Kota Depok,  Lainnya terkait Sosial dan Kesejahteraan,Medical
luka parah,"bhw ada diduga pelanggaran ham dirutan salemba thp 3 narapidana yang jadi korban yang mengalami luka parah , patah tulang dan muntah darah dan lebam2 akibat perbuatan oknum budi cs ( +25 orang ) penganiayaan secara brutal , keji dan tidak manusiawi/melanggar ham ri dan tanpa pengoctan apapun pada tgl.19/2/15 . mohon ditindak",Direktorat Jenderal Pemasyarakatan,"  Bidang Politik, Hukum, dan Keamanan",Crime
kebakaran,telah terjadi kebakaran lahan milik warga di telok dalam desa wajok hulu kecamatan jongkat dan dapat di atasi bersama tim karhutla kecamatan jongkat,Badan Penanggulangan Bencana Daerah,  Penanggulangan Bencana,Fire
kebakaran,"setiap hari banyak orang di perumahan bumi datarlaga desa sarigadung , kecamatan simpang empat kabupaten tanah bumbu propinsi kalimantan selatan yang membakar sampah di lingkungan perumahan . hal ini sangat berbahaya dapat menimbulkan kebakaran dan sesegera mungkin yang dihasilkan juga merusak kesehatan . saya sudah menanyakan melalui grup rt tentang aturan membakar sampah di lingkungan perumahan namun tidak mendapat tanggapan . padalah membakar sampah dilarang oleh peraturan di indonesia . mohon agar pihak terkait seperti dinas pemerintah desa , dinas lingkungan hidup , bpbd , dinas satpol pulang pergi dan damkar , dan dinas lainnya dapat membuat program sosialisasi serta penegakan peraturan tentang pembakaran sampah . peraturan sebaik apapun hanya akan menjadi pajangan jika tidak ada orang-orang yang berusaha menegakkannya .",Dinas Lingkungan Hidup Tanah Bumbu,  Infrastruktur Jalan,Crime
kebakaran,"lapor kawat kabel tegangan tinggi dari trafo ke tiang di jalan haji onan , jalan radensaleh , sukmajaya depok menyentuh rumah , pembungkus kabel sudah pecah2 . dan di arah menuju futsal f2 tinggi kabel hanya 3m dari tanah depan rumah warga . laporan telah disampaikan ke pln123 via twitter dan hanya membalas tanpa ada tindakan nyata berupa survey maupun perbaikan . apakah menunggu ada kebakaran baru bertindak ? harga naik pelayanan tolong diperhatikan . send loc . terima kasih depok sukmajaya , kecamatan . sukmajaya , kota depok , jawa barat 16412 https : //maps.app.goo.gl/klyxtctwc4gsqrhl6",Satuan Polisi Pamong Praja Kota Depok,  Permukiman,Fire
kebakaran,"assalamualaikum warahmatullahi wabarakatuh . telah terjadi bencana kebakaran rumah tinggal keluarga tidak mampu di kelurahan panyula kecamatan tanete riattang timur kabupaten bone sulawesi selatan . minggu , 13 september 2020 lalu.oleh kementerian sosial melalui dinas sosial kabupaten bone , korban kebakaran di data untuk selanjutnya rencananya akan di beri santunan atau sumbangan.dengan di data nya korban kebakaran saja sudah sangat membantu memberi semangat hidup , walau tanpa kejelasan pasti sudah sampai di mana proses bantuan tersebut . dan mereka pun masih terus berharap , walau tanpa ada kata pasti.kepada yang terhormat kementerian sosial republik indonesia , mohon kiranya di berikan kepastian akan terealisasi bantuan untuk korban kebakaran rumah tinggal keluarga tidak mampu.terima kasih .",Dinas Sosial Kab Bone,  Bantuan Sosial,Fire
kebakaran,"telah terjadi kebakaran rumah menimpa rumah saudara muhamad tahkik , di kp cilembu rt 001 rw 003 desa neglasari kecamatan pakenjeng kab.garut provinsi jawa barat , tepatnya pukul 23.30 wib , akibat kosleting listrik , rumah hangus terbakar , tidak ada korban jiwa , kerugian ditaksir 75 juta",Dinas Pemadam Kebakaran Kabupaten Garut,  Lainnya terkait Sosial dan Kesejahteraan,Fire
kebakaran,"masyarakat melaporkan bahwa kamis 23 juli 2020 pada pukul 21.30 terjadi kebakaran di sebuah rumah yang beralamatkan jalan pinguin xii rt.03 rw.12 , palangka raya",Dinas Sosial Kota Palangka Raya,  Penanggulangan Bencana,Fire
kebakaran,"dilaporkan hari minggu 15 desember 2019 pukul 16.30 terjadi kebakaran rumah keluarga bapak kardi di jalan pantung indah kelurahan bukit tunggal . jumlah jiwa 6 jiwa satu keluarga , dengan penyebab kebakaran masih dalam penyelidikan . agar dapat diberikan bantuan logistik dari dinas sosial",Dinas Sosial Kota Palangka Raya,  Penanggulangan Bencana,Fire
kebakaran,"kebakaran tempat tinggal berupa barak di jalan sakan 3 rt.001 rw.009 kel.palangka kecamatan jekan raya kota palangka raya pada tanggal 28 nopember 2019 jam 02.00 wib . jumlah korban terdampak kebakaran sebanyak 6 kakak , total keseluruhan jiwa 20 jiwa . keterangan tambahan 3 kakak berstatus pemilik dan 3 kakak berstatus penyewa . mohon bantuan untuk kebutuhan dasar",Dinas Sosial Kota Palangka Raya,  Data dan Informasi Umum,Fire
kebakaran,mohon bantuan untuk membantu memadamkan api yanh sudah hampir seminggu di desa uekuli kecamatan tojo kabupaten tojo una-una propinsi sulawesi tengah . warga bertahan dengan sesak dan menggunakan masker serta jarak pandang yang terbatas .,"Dinas Perumahan, Kawasan Pemukiman dan Lingkungan Hidup Kabupaten Tojo Una-Una",  Kelistrikan,Fire
kebakaran,"lapor ! terjadi kebakaran rumah tidak mampu di rt 04 dusun ii desa pinang mas kecamatan sungai pinang , kabupaten ogan ilir pada hari ini tanggal 9 november 209 sekitar pukul 11:50 wib . mohon perhatian dinas sosial terkait",Dinas Sosial Kabupaten Ogan ilir,  Keluhan,Fire
kebakaran,tpa supit saya . tingginya timbunan sampah hingga terjadi kebakaran dan mengakibatkan terganggunya kenyamanan di daerah tersebut . mohon untuk ditindaklanjuti . terima kasih,Dinas Komunikasi dan Informatika Kota Malang,  Keluhan,Fire
kebakaran,"lapor masih banyak kebakaran lahan di banjarbaru ( jalan , gubernur soebarjo ) arah ke trisakti",Badan Penanggulangan Bencana Daerah Kota Banjarbaru,  Topik Khusus,Fire
kebakaran,"darurat selamat malam pak , , saya anak dari salah satu warga tiyuh panggung mulya sp.3 kecamatan rawa pitu kabupaten tulang bawang . melaporkan di tiyuh kami selama satu minggu ini mengalami kebakaran kebun kelapa sawit . selama satu minggu ini sudah terbakar 4 kali dan luas lahan yang terbakar lebih dari 50 hektare dan kebun kelapa sawit yang ada belum terbakar sangat perlu pengawasan dan penjagaan yang ketat agar tidak terjadi kebakaran kembali . dengan ini , saya meminta tolong dan bantuan kepada satgas atau yang terkait untuk membantu menjaga kebun kelapa sawit yang ada di tiyuh kami agar tidak terbakar lagi . terima kasih atas perhatiannya . darurat pak",Dinas Pertanian,  Hutan Tanaman Rakyat,Fire
kebakaran,"rumah kami mengalami musibah kebakaran tanggal 19 september 2019. sekitar 2 minggu lalu kami meminta untuk aliran listrik kembali dipulihkan oleh pln lewat telepon 123. tapi sampai saat ini , belum ada satupun petugas yang datang untuk memeriksa . sudah 4 kali laporan dilayangkan . berikut nomor laporannya : 21ccs9s , a1cmxne , e1crzqy , e1csame . mohon bantuan bapak ibu dari pihak terkait untuk kami mendapatkan kejelasan kenapa belum datang juga petugas pln .",PT PLN (Persero),  Listrik,Fire
kebakaran,kepada yang terhormat dinas kehutanan provinsi kalimantan selatan . kami warga pengayuan liangangangg mohon di himbauan dan di tindak lanjuti atas kebakaran lahan di wilayah kami . terima kasih,Dinas Kehutanan Provinsi Kalimantan Selatan,  Lingkungan Hidup dan Penanggulangan Bencana,Fire
kebakaran,kebakaran didaerah saya mataraman kabupaten banjar meningkat setelah musim kemarau,Satpol PP,  Pelayanan Masyarakat,Fire
kebakaran,"saya ingin melapor , saat ini banyak terjadi kebakaran dimana - mana . sesegera mungkin tebal membuat saya dan masyarakat sulit untuk bernafas dan sulit untuk beraktivitas . mohon agar pemerintah yang terkait selalu menghimbau masyarakat agar tidak menimbulkan kebakaran hutan dan lahan lagi . khususnya di wilayah barito kuala . terima kasih",Dinas Lingkungan Hidup Kab. Barito Kuala,  Kesehatan,Fire
kebakaran,"tolong segera di tanggulangi masalah kebakaran lahan , sebab tingkat kualitas udara di kalimantan selatan sudah sangat memprihatikan",Dinas Kehutanan Provinsi Kalimantan Selatan,  Lingkungan Hidup dan Penanggulangan Bencana,Fire
kebakaran,"teruntuk gubernur provinsi kalimantan selatan paman biarin , tolong berantas secepatnya kebakaran hutan yang membuat kabut sesegera mungkin yang dapat meresahkan masyarakat kalimantan selatan ...",Dinas Kehutanan Provinsi Kalimantan Selatan,  Lingkungan Hidup dan Penanggulangan Bencana,Fire
kebakaran,mohon tindak lanjuti kebakaran hutan yang sering terjadi di kota banjarbaru,Badan Penanggulangan Bencana Daerah Kota Banjarbaru,  Lingkungan Hidup dan Penanggulangan Bencana,Fire
kebakaran,terjadi kebakaran hutan di daerah gambut kalimantan selatan .,Dinas Kehutanan Provinsi Kalimantan Selatan,  Kehutanan,Fire
kebakaran,kebakaran lahan di kalimantan selatan makin sering dan menyebabkan kabut sesegera mungkin pekat,Dinas Kehutanan Provinsi Kalimantan Selatan,  Lingkungan Hidup dan Penanggulangan Bencana,Fire
kebakaran,kebakaran hutan di riau menyebabkan kabut sesegera mungkin sehingga banyak sekilah yang terpaksa meliburkan ke lgiatan pembelajaran,"Dinas Kehutanan, Pemprov Riau",  Kesehatan,Fire
kebakaran,palangkara iya maaf sblmx saya minta maaf saya minta tolong padamkan api kebakaran dibelang rumah saya jalan mahir mahar samping karoseri bak truk,Badan Penanggulangan Bencana Daerah kota Palangka Raya,  Dampak Lingkungan,Fire
kebakaran,"tolong pak presiden , pak kapolri , pak panglima , hari ini tanggal 3 september 2019 kalimantan penuh titik api , hawa panas , sesegera mungkin bertambah tebal , titik pandang sudah semakin buruk , , terjunkan segera tim khusus , , agar titik api tidak bertambah , kasian pemadam dan helikopter pembawa air sudah kewalahan , , trinakasih",Kementerian Sekretariat Negara,  Kehutanan,Fire
kebakaran,"assalammualaikum wr.wb yang terhormat , presiden republik indonesia yang terhormat , pemerintah provinsi riau kami , selaku warga riau sudah tidak sanggup lagi , merasakan dampak dari kebakaran hutan dan lahan yang berakibat timbulnya sesegera mungkin , yang terjadi setiap tahun , untuk itu kami berharap kepada pemerintah untuk dapat menyelesaikan dampak sesegera mungkin ini . karena sudah banyak korban yang terkena ispa dan keluar rumah tidak nyaman dalam melakukan aktifitas sehari ini . jadi kami mohon untuk segera di tanggulangi . salam warga riau","Dinas Kehutanan, Pemprov Riau",  Lingkungan Hidup dan Penanggulangan Bencana,Fire
kebakaran,"ijin melaporkantelah terjadi kebakaran ( 65 ) hari/tanggal : jumat , 16 agustus 2019 pelapor : a.n . komandan pleton cpukul : 14.30 wit menerima informasi kebakaran ( 65 ) melalui telepon dari anggota pemadam a.n . robby sitania serta melalui panggilan ht.. lokasi kejadian : rt02/rw07 , kampung oihu , kelurahan . batu merah yang terbakar : 5 unit rumah dan 1 unit motorpemilik : 1. nene enko ( 100 % ) diperuntukan untuk kos kosan 7 kamar2 . lah moni ( 100 % ) untuk tempat tinggal 3. lah bardu 4. tesar rumah lantai 2 ( 60 % ) 5. pak aswan kerusakan bagian kaca",Dinas Pemadam Kebakaran dan Penyelamatan,  Perumahan,Fire
kebakaran,"ambon ijin melaporkan telah terjadi kebakaran ( 65 ) hari/tanggal : sabtu , 17 agustus 2019pelapor : a.n . komandan pleton apukul : 13.15 wit menerima informasi dari sat polair pelabuhan urnala lokasi kejadian : dusun hurnala , negeri tulehu yang terbakar : 7 petak toko",Dinas Pemadam Kebakaran dan Penyelamatan,  Perumahan,Fire
kebakaran,"palangkaraya terbakar , kami sudah tidak mendapatkan hak asasi untuk bernafas dengan bebas dan layak , karena sesegera mungkin dari kebakaran lahan yang masif akibat ulah manusia , kasihan balita dan anak2 terancam menderita kanker akibat sesegera mungkin beracun yang sudah mendera lebih dari 1 bulan , mohon ambil tindakan yang tegas dan masif juga , jangan biarkan kami mati perlahan , evakuasi , gencarkan tni polri untuk memadamkan api , sebelum semuanya terlambat seperti tahun 2015 yang mengerikan itu , kalau tidak bisa menyelesaikan dengan sumber daya negeri ini , setidaknya bapak presiden berkunjung ke palangkaraya , temani kami , jangan hanya datang saat euforia kampanye , tapi datang lah juga disaat susah",Badan Penanggulangan Bencana Daerah kota Palangka Raya,  Lingkungan Hidup dan Penanggulangan Bencana,Fire
kebakaran,"`` provinsi : jawa barat . kabupaten/kota : garut . kecamatan : cisompet . kelurahan/desa : cisompet . alamat : kp . cisompet kaum . nama diadukan : eman sulaeman . kebakaran 2 buah rumah ! ! 1. rumah bapak eman ( 55 tahun ) , duda yang bekerja sebagai buruh harian dengan tanggungan 6 orang anak ( piatu ) , 4 diantaranya masih usia sekolah 2. rumah ibu ucu armilah ( 48 tahun ) , janda yang bekerja serabutan yang tinggal bersama anak menantu dan cucunya , 3 kepala keluarga dengan jumlah total 10 orang dalam 1 rumah .",DINAS PERUMAHAN DAN PEMUKIMAN KABUPATEN GARUT,  Perumahan,Fire
